# R003 动作八 五态清单(提交一补正版;--verify-bound / --verify-current)
# worktree=. HEAD=0f46003be8918e3f2eac3ebd57e5b3d4e7575f9f files=1010
# category: ACTIVE_REFERENCE=263, ARCHIVE=88, CURRENT_AUTHORITY=1, FROZEN_EVIDENCE=69, THIRD_PARTY=589
# audit: THIRD_PARTY_UNVERIFIED=589, UNVERIFIED=421
path	lines	category	audit_status	review_commit	note
archive/integration_桥接线冻结/world-model-PR/CLEAN_REPRO_takeoff_fixes.diff	286	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
archive/integration_桥接线冻结/world-model-PR/ISSUE_BODY.md	62	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
archive/integration_桥接线冻结/world-model-PR/PR_BODY.md	77	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
archive/integration_桥接线冻结/world-model-PR/PR物料清单.md	63	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
archive/integration_桥接线冻结/world-model-PR/README.md	47	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
archive/integration_桥接线冻结/world-model-PR/gbplanner_gain.patch	189	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
archive/integration_桥接线冻结/world-model-PR/rendered_frontier_lite.py	347	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
archive/integration_桥接线冻结/world-model-PR/rendered_gbplanner_gain.py	347	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
archive/integration_桥接线冻结/world-model-PR/手动提交PR与Issue指南.md	139	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
archive/launchers_Windows时代/1-启动GBPlanner仿真.bat	5	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
archive/launchers_Windows时代/2-起飞并自主探索.bat	4	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
archive/launchers_Windows时代/3-停止仿真.bat	4	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
archive/launchers_Windows时代/README.md	14	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
archive/notes_桥接期/exploration集成接口_frontier_lite.md	45	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/GBPlanner_ROS2原生迁移可行性与任务拆解_2026-07-08.md	614	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	设计/审计文档;dated 快照以标注日期为界
docs/GBPlanner原始论文与代码对应关系.md	56	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	设计/审计文档;dated 快照以标注日期为界
docs/Review_022_ROS2迁移路线切换后的无损接管审查_2026-07-08.md	596	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	设计/审计文档;dated 快照以标注日期为界
docs/archive/01_环境搭建_WSL2_Docker_P0.md	135	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/CURRENT_STATUS_历史快照_截至2026-07-16.md	164	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/GBPlanner集成施工手册.docx	67	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/GBPlanner集成施工手册.md	219	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/OBSOLETE_ISSUE_frontier_lite_and_compile_bug.md	77	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/OBSOLETE_PR_description.md	101	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/OBSOLETE_README_阶段4桥接设计.md	59	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/PR兼容性与jazzy评估.md	57	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/README.md	22	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/README_历史全景蓝图_2026-07-06.md	323	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/RESUME_恢复文档.md	276	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/RESUME_新窗口接管_2026-07-06.md	15	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/WSL使用与复现.md	70	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/交接文档_给Codex接管.md	57	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/仓库导览_worldmodel与gbplanner.md	59	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/体积增益与RViz界面详解.md	72	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/基线定档_frontier_lite_2026-07-06.md	41	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/实跑操作手册_图文版.md	127	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/对比实验与缺陷论证设计.md	82	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/手机Claude_RemoteControl.md	25	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/接力棒_历史轮次_截至2026-07-16.md	305	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/操作手册_如何查看与演示.md	32	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/桥接接口规格.md	76	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/桥接查证与执行计划_2026-07-06.md	110	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/环境就绪状态_2026-06-29.md	37	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/算法核心演示_体积增益选路.md	50	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/运行时排错记录_humble.md	207	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/进展_2026-06-29.md	62	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/镜像探索复盘.md	29	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/集成机制与frontier_lite缺陷_核心发现.md	76	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/项目简洁汇报_历史_2026-07-06版.md	48	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/预研A_复现worldmodel.md	47	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/预研A_构建排错记录.md	84	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/预研A排错战役实录_35轮实验全解.md	108	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/预研B_仿真实跑排错记录.md	66	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/archive/预研B_复现GBPlanner.md	57	ARCHIVE	UNVERIFIED	0f46003be891	历史归档,只读
docs/jazzy全栈重建_施工指引.md	80	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	设计/审计文档;dated 快照以标注日期为界
docs/ros2迁移_voxblox选型_2026-07-07.md	147	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	设计/审计文档;dated 快照以标注日期为界
docs/ros2迁移_包清单与体量_2026-07-07.md	215	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	设计/审计文档;dated 快照以标注日期为界
docs/ros2迁移_直连架构契约_2026-07-07.md	141	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	设计/审计文档;dated 快照以标注日期为界
docs/world-model端到端Bug台账_给作者PR.md	142	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	唯一问题台账(专项事实源;编号不携带状态,四维状态字段为准)
docs/worldmodel理解_0_总览_给ROS2迁移.md	50	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	设计/审计文档;dated 快照以标注日期为界
docs/worldmodel理解_1_编排与任务生命周期.md	197	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	设计/审计文档;dated 快照以标注日期为界
docs/worldmodel理解_2_ROS图与数据流.md	295	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	设计/审计文档;dated 快照以标注日期为界
docs/worldmodel理解_3_探索策略接口_GBPlanner接入点.md	268	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	设计/审计文档;dated 快照以标注日期为界
docs/上游改动审计_原生Ubuntu必要性_2026-07-14.md	62	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	设计/审计文档;dated 快照以标注日期为界
docs/原生Linux迁移检查单_2026-07-08.md	58	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	设计/审计文档;dated 快照以标注日期为界
docs/多层3D探索Demo设计_2026-07-14.md	102	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	设计/审计文档;dated 快照以标注日期为界
docs/术语表_科研小白版.md	71	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	设计/审计文档;dated 快照以标注日期为界
docs/路线切换_ROS2迁移_2026-07-07.md	57	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	设计/审计文档;dated 快照以标注日期为界
governance/README.md	126	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
governance/WP303_monitor生命周期方案_2026-07-16.md	266	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
governance/WP304_OPEN-1因果时间线与实验设计_2026-07-17.md	174	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
governance/claim_manifest.tsv	49	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
governance/doc_closure_check.py	83	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
governance/generate_manifest.py	491	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
governance/manifest_feat.tsv	1438	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
governance/manifest_main.tsv	1014	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
governance/manifest_wm.tsv	614	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
governance/test_generate_manifest.sh	226	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/battle_map.png	992	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/battle_map.svg	72	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/exploration_metrics_full.csv	71	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/exploration_metrics_full.png	165	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/exploration_metrics_full.svg	19	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/exploration_metrics_round2.csv	17	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/exploration_metrics_round2.png	181	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/exploration_metrics_round2.svg	19	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/explored_map_lightboxes.vxblx	428	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/gain_decision.png	328	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/gain_decision.svg	1539	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/integration_strategy_ros1_ros2.png	725	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/integration_strategy_ros1_ros2.svg	35	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/p1_volume_gain_demo.png	268	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/p1_volume_gain_demo.svg	48	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/rviz_annotated.png	638	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/rviz_annotated.svg	91	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/slice5_rviz_wm_scene.png	1807	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/tut_flow.png	342	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/tut_flow.svg	51	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/tut_screen.png	153	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
images/tut_screen.svg	48	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
ros2_port/src/voxblox_ros2_minimal/voxblox_ros/mesh_results/.keep	0	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	-
runbooks/bin_autopsy/cal_axis_probe.py	105	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/bin_autopsy/cal_bag_extract.py	109	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/bin_autopsy/cal_bin_decode.py	37	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/bin_autopsy/cal_bin_decode2.py	34	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/bin_autopsy/cal_bin_params.py	28	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/diagnostics/AB实验_uid1000复现与GZ_PARTITION治愈.sh	27	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/diagnostics/README.md	20	FROZEN_EVIDENCE	UNVERIFIED	0f46003be891	原始实验证据,只读;结论以 CURRENT_STATUS 指针为准
runbooks/diagnostics/jazzy兼容实测_Py312.sh	39	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/diagnostics/存活监测_容器30秒三采样.sh	16	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/diagnostics/守株待兔_容器一出现就inspect.sh	10	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/diagnostics/组播嗅探_gz发现端口.py	33	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/diagnostics/组播自测_单收.py	28	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/diagnostics/组播自测_多socket分发.py	35	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/diagnostics/验尸_探针原始采样细节.sh	12	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/diagnostics/验尸_最新run的blockers与SLAM.sh	23	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/gbplanner_ref/Dockerfile	45	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/gbplanner_ref/README.md	24	FROZEN_EVIDENCE	UNVERIFIED	0f46003be891	原始实验证据,只读;结论以 CURRENT_STATUS 指针为准
runbooks/gbplanner_ref/build_and_run.sh	31	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/gbplanner_ref/light_boxes.world	55	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/gbplanner_ref/plot_metrics.py	79	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/gbplanner_ref/run_light.sh	29	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/gbplanner_ref/run_light_hostnet.sh	21	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/gbplanner_ref/takeoff_and_explore.sh	19	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/make_ppt.js	172	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/migration/bootstrap_linux_gate0.sh	117	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/migration/m0_export_images.sh	27	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/migration/m0_import_images.sh	17	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/migration/proxy_persistence_evidence.txt	41	FROZEN_EVIDENCE	UNVERIFIED	0f46003be891	原始实验证据,只读;结论以 CURRENT_STATUS 指针为准
runbooks/migration/world-model-clean-050ee94.bundle	19133	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/migration/world-model-clean-8df2690.bundle	19163	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-humble-fixes/baseline-patch/Dockerfile	2	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-humble-fixes/baseline-patch/README.md	16	FROZEN_EVIDENCE	UNVERIFIED	0f46003be891	原始实验证据,只读;结论以 CURRENT_STATUS 指针为准
runbooks/world-model-humble-fixes/baseline-patch/robot.launch.py	462	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-humble-fixes/build_gazebo_sensor2.sh	35	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-humble-fixes/build_official4.sh	19	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-humble-fixes/build_official5.sh	22	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-humble-fixes/gazebo-headless-humble.Dockerfile	41	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-humble-fixes/gazebo-sensor-humble.Dockerfile	87	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-humble-fixes/run_exploration.sh	12	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-humble-fixes/verify_humble.sh	20	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-jazzy/apply_latejoin_and_test.sh	12	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-jazzy/apply_lidar3d_and_test.sh	8	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-jazzy/baseline_batch.sh	21	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-jazzy/baseline_postfix_evidence.txt	37	FROZEN_EVIDENCE	UNVERIFIED	0f46003be891	原始实验证据,只读;结论以 CURRENT_STATUS 指针为准
runbooks/world-model-jazzy/build_all_jazzy_native.sh	112	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-jazzy/build_jazzy.sh	36	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-jazzy/bulk_label.py	78	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-jazzy/bulk_stamp.py	77	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-jazzy/bulk_stamp2.py	44	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-jazzy/check_probes.py	15	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-jazzy/check_rosbag_qos.py	36	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-jazzy/clean_repro.sh	14	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-jazzy/commit_msg_probe.txt	33	FROZEN_EVIDENCE	UNVERIFIED	0f46003be891	原始实验证据,只读;结论以 CURRENT_STATUS 指针为准
runbooks/world-model-jazzy/commit_msg_revert.txt	24	FROZEN_EVIDENCE	UNVERIFIED	0f46003be891	原始实验证据,只读;结论以 CURRENT_STATUS 指针为准
runbooks/world-model-jazzy/commit_probe_fix.sh	23	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-jazzy/commit_revert.sh	22	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-jazzy/decode_ctun.py	38	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-jazzy/decode_disarm_reason.sh	31	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-jazzy/decode_takeoff_bin.py	52	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-jazzy/decode_takeoff_physics.sh	35	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-jazzy/diag_topics.sh	23	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-jazzy/gate4_live_native.sh	47	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
runbooks/world-model-jazzy/gate4_native_firstrun_evidence.txt	51	FROZEN_EVIDENCE	UNVERIFIED	0f46003be891	原始实验证据,只读;结论以 CURRENT_STATUS 指针为准
runbooks/world-model-jazzy/gate4_native_pass_evidence.txt	26	FROZEN_EVIDENCE	UNVERIFIED	0f46003be891	原始实验证据,只读;结论以 CURRENT_STATUS 指针为准
runbooks/world-model-jazzy/gazebo-sensor-jazzy.Dockerfile	91	ACTIVE_REFERENCE	UNVERIFIED	0f46003be891	实验/治理工具脚本
